type,recipe_id,ingredient,amount_sum,units_std,servings,calories,value,amount_per,calories_per
muffin,25209,baking soda,0.01041665,cups,12,101,1/2 teaspoon baking soda,8.680541666666666e-4,8.416666666666666
muffin,25209,buttermilk,1,cups,12,101,1 cup buttermilk,0.08333333333333333,8.416666666666666
muffin,25209,eggs,1,eggs,12,101,1 egg,0.08333333333333333,8.416666666666666
muffin,25209,flour,1,cups,12,101,1 cup whole wheat flour,0.08333333333333333,8.416666666666666
muffin,25209,fruit,0.5,cups,12,101,1/2 cup applesauce,0.041666666666666664,8.416666666666666
muffin,25209,oats,1,cups,12,101,1 cup rolled oats,0.08333333333333333,8.416666666666666
muffin,25209,sugar,0.5,cups,12,101,1/2 cup brown sugar,0.041666666666666664,8.416666666666666
muffin,25224,baking powder,0.0208333,cups,12,167,1 teaspoon baking powder,0.0017361083333333333,13.916666666666666
muffin,25224,baking soda,0.0208333,cups,12,167,1 teaspoon baking soda,0.0017361083333333333,13.916666666666666
muffin,25224,bran,1.5,cups,12,167,1 1/2 cups wheat bran,0.125,13.916666666666666
muffin,25224,buttermilk,1,cups,12,167,1 cup buttermilk,0.08333333333333333,13.916666666666666
muffin,25224,eggs,1,eggs,12,167,1 egg,0.08333333333333333,13.916666666666666
muffin,25224,flour,1,cups,12,167,1 cup all-purpose flour,0.08333333333333333,13.916666666666666
muffin,25224,fruit,0.5,cups,12,167,1/2 cup raisins,0.041666666666666664,13.916666666666666
muffin,25224,oil,0.3333333333333333,cups,12,167,1/3 cup vegetable oil,0.027777777777777776,13.916666666666666
muffin,25224,salt,0.01041665,cups,12,167,1/2 teaspoon salt,8.680541666666666e-4,13.916666666666666
muffin,25224,sugar,0.6666666666666666,cups,12,167,2/3 cup brown sugar,0.05555555555555555,13.916666666666666
muffin,25224,vanilla,0.01041665,cups,12,167,1/2 teaspoon vanilla extract,8.680541666666666e-4,13.916666666666666
muffin,27326,baking powder,0.0416666,cups,12,257,2 teaspoons baking powder,0.0034722166666666665,21.416666666666668
muffin,27326,butter,0.125,cups,12,257,2 tablespoons softened butter,0.010416666666666666,21.416666666666668
muffin,27326,buttermilk,0.5,cups,12,257,1/2 cup buttermilk,0.041666666666666664,21.416666666666668
muffin,27326,eggs,2,eggs,12,257,2 eggs,0.16666666666666666,21.416666666666668
muffin,27326,flour,2.25,cups,12,257,2 cups all-purpose flour;1/4 cup all-purpose flour,0.1875,21.416666666666668
muffin,27326,fruit juice,0.5,cups,12,257,1/2 cup orange juice,0.041666666666666664,21.416666666666668
muffin,27326,oil,0.3333333333333333,cups,12,257,1/3 cup vegetable oil,0.027777777777777776,21.416666666666668
muffin,27326,salt,0.01041665,cups,12,257,1/2 teaspoon salt,8.680541666666666e-4,21.416666666666668
muffin,27326,spice,0.0624999,cups,12,257,1 1/2 teaspoons ground cinnamon;1 1/2 teaspoons ground cinnamon,0.005208325,21.416666666666668
muffin,27326,sugar,1.1875,cups,12,257,3/4 cup white sugar;3 tablespoons brown sugar;1/4 cup white sugar,0.09895833333333333,21.416666666666668
muffin,27326,vanilla,0.0208333,cups,12,257,1 teaspoon vanilla extract,0.0017361083333333333,21.416666666666668
muffin,33093,baking powder,0.0416666,cups,12,121,2 teaspoons baking powder,0.0034722166666666665,10.083333333333334
muffin,33093,butter,0.0625,cups,12,121,"1 tablespoon butter, melted",0.005208333333333333,10.083333333333334
muffin,33093,eggs,1,eggs,12,121,"1 egg, beaten",0.08333333333333333,10.083333333333334
muffin,33093,flour,1.5,cups,12,121,1 1/2 cups all-purpose flour,0.125,10.083333333333334
muffin,33093,milk,0.75,cups,12,121,3/4 cup milk,0.0625,10.083333333333334
muffin,33093,salt,0.005208325,cups,12,121,1/4 teaspoon salt,4.340270833333333e-4,10.083333333333334
muffin,33093,spice,0.0416666,cups,12,121,2 teaspoons pumpkin pie spice,0.0034722166666666665,10.083333333333334
muffin,33093,sugar,0.5,cups,12,121,1/2 cup white sugar,0.041666666666666664,10.083333333333334
muffin,33093,unitless,1,NA,12,121,"1/2 pound peeled, seeded and cubed butternut squash",0.08333333333333333,10.083333333333334
muffin,33155,baking powder,0.026041625,cups,12,203,1 1/4 teaspoons baking powder,0.0021701354166666666,16.916666666666668
muffin,33155,baking soda,0.005208325,cups,12,203,1/4 teaspoon baking soda,4.340270833333333e-4,16.916666666666668
muffin,33155,eggs,1,eggs,12,203,"1 egg, beaten",0.08333333333333333,16.916666666666668
muffin,33155,flour,1.5,cups,12,203,1 1/2 cups all-purpose flour,0.125,16.916666666666668
muffin,33155,fruit,1,cups,12,203,1 cup fresh blueberries,0.08333333333333333,16.916666666666668
muffin,33155,fruit juice,0.5,cups,12,203,1/2 cup orange juice,0.041666666666666664,16.916666666666668
muffin,33155,oats,0.5,cups,12,203,1/2 cup quick cooking oats,0.041666666666666664,16.916666666666668
muffin,33155,oil,0.5,cups,12,203,1/2 cup vegetable oil,0.041666666666666664,16.916666666666668
muffin,33155,salt,0.01041665,cups,12,203,1/2 teaspoon salt,8.680541666666666e-4,16.916666666666668
muffin,33155,spice,0.005208325,cups,12,203,1/4 teaspoon ground cinnamon,4.340270833333333e-4,16.916666666666668
muffin,33155,sugar,0.5416666,cups,12,203,1/2 cup white sugar;2 teaspoons white sugar,0.04513888333333333,16.916666666666668
muffin,33157,baking powder,0.0208333,cups,12,264,1 teaspoon baking powder,0.0017361083333333333,22
muffin,33157,baking soda,0.01041665,cups,12,264,1/2 teaspoon baking soda,8.680541666666666e-4,22
muffin,33157,butter,0.5625,cups,12,264,1/2 cup butter;1 tablespoon butter,0.046875,22
muffin,33157,eggs,2,eggs,12,264,2 eggs,0.16666666666666666,22
muffin,33157,flour,2.0625,cups,12,264,2 cups all-purpose flour;1 tablespoon all-purpose flour,0.171875,22
muffin,33157,fruit,1.5,cups,12,264,1 1/2 cups chopped apples,0.125,22
muffin,33157,other,0.026041625,cups,12,264,1 1/4 teaspoons vanilla,0.0021701354166666666,22
muffin,33157,salt,0.01041665,cups,12,264,1/2 teaspoon salt,8.680541666666666e-4,22
muffin,33157,spice,0.0026041625,cups,12,264,1/8 teaspoon ground cinnamon,2.1701354166666666e-4,22
muffin,33157,sugar,1.3333333333333333,cups,12,264,1 cup white sugar;1/3 cup packed brown sugar,0.1111111111111111,22
muffin,35757,baking powder,0.0208333,cups,12,176,1 teaspoon baking powder,0.0017361083333333333,14.666666666666666
muffin,35757,baking soda,0.01041665,cups,12,176,1/2 teaspoon baking soda,8.680541666666666e-4,14.666666666666666
muffin,35757,buttermilk,1,cups,12,176,1 cup buttermilk,0.08333333333333333,14.666666666666666
muffin,35757,eggs,1,eggs,12,176,1 egg,0.08333333333333333,14.666666666666666
muffin,35757,flour,1,cups,12,176,1 cup all-purpose flour,0.08333333333333333,14.666666666666666
muffin,35757,fruit,1,cups,12,176,1 cup chopped fresh strawberries,0.08333333333333333,14.666666666666666
muffin,35757,oats,1,cups,12,176,1 cup rolled oats,0.08333333333333333,14.666666666666666
muffin,35757,oil,0.25,cups,12,176,1/4 cup vegetable oil,0.020833333333333332,14.666666666666666
muffin,35757,other,0.0208333,cups,12,176,1 teaspoon vanilla,0.0017361083333333333,14.666666666666666
muffin,35757,salt,0.0208333,cups,12,176,1 teaspoon salt,0.0017361083333333333,14.666666666666666
muffin,35757,sugar,0.75,cups,12,176,3/4 cup brown sugar,0.0625,14.666666666666666
muffin,36397,baking soda,0.01041665,cups,12,168,1/2 teaspoon baking soda,8.680541666666666e-4,14
muffin,36397,butter,0.25,cups,12,168,"1/4 cup butter, softened",0.020833333333333332,14
muffin,36397,eggs,2,eggs,12,168,2 eggs,0.16666666666666666,14
muffin,36397,flour,1.75,cups,12,168,1 3/4 cups all-purpose flour,0.14583333333333334,14
muffin,36397,fruit,1.5,cups,12,168,1 1/2 cups chopped fresh strawberries,0.125,14
muffin,36397,salt,0.005208325,cups,12,168,1/4 teaspoon salt,4.340270833333333e-4,14
muffin,36397,spice,0.005208325,cups,12,168,1/4 teaspoon ground nutmeg,4.340270833333333e-4,14
muffin,36397,sugar,0.75,cups,12,168,1/2 cup white sugar;1/4 cup white sugar,0.0625,14
muffin,36397,vanilla,0.0208333,cups,12,168,1 teaspoon vanilla extract,0.0017361083333333333,14
muffin,39949,baking soda,0.0208333,cups,12,212,1 teaspoon baking soda,0.0017361083333333333,17.666666666666668
muffin,39949,eggs,1,eggs,12,212,"1 eggs, beaten",0.08333333333333333,17.666666666666668
muffin,39949,flour,2,cups,12,212,2 cups all-purpose flour,0.16666666666666666,17.666666666666668
muffin,39949,fruit,2,cups,12,212,"1 cup unsweetened applesauce;1 cup fresh or frozen cranberries, chopped",0.16666666666666666,17.666666666666668
muffin,39949,nut,0.5,cups,12,212,"1/2 cup pecans, chopped",0.041666666666666664,17.666666666666668
muffin,39949,oil,0.3333333333333333,cups,12,212,1/3 cup vegetable oil,0.027777777777777776,17.666666666666668
muffin,39949,salt,0.01041665,cups,12,212,1/2 teaspoon salt,8.680541666666666e-4,17.666666666666668
muffin,39949,spice,0.0208333,cups,12,212,1 teaspoon ground cinnamon,0.0017361083333333333,17.666666666666668
muffin,39949,sugar,0.5,cups,12,212,1/2 cup white sugar,0.041666666666666664,17.666666666666668
muffin,40403,baking powder,0.0416666,cups,12,264,2 teaspoons baking powder,0.0034722166666666665,22
muffin,40403,butter,0.5,cups,12,264,1/2 cup unsalted butter,0.041666666666666664,22
muffin,40403,buttermilk,0.5,cups,12,264,1/2 cup buttermilk,0.041666666666666664,22
muffin,40403,eggs,2,eggs,12,264,2 eggs,0.16666666666666666,22
muffin,40403,flour,2,cups,12,264,"2 cups all-purpose flour, divided",0.16666666666666666,22
muffin,40403,fruit,2,cups,12,264,"1 pint fresh blueberries - rinsed, drained and patted dry",0.16666666666666666,22
muffin,40403,salt,0.01041665,cups,12,264,1/2 teaspoon salt,8.680541666666666e-4,22
muffin,40403,sugar,1.375,cups,12,264,1 1/4 cups white sugar;2 tablespoons white sugar,0.11458333333333333,22
muffin,42719,baking powder,0.0208333,cups,12,187,1 teaspoon baking powder,0.0017361083333333333,15.583333333333334
muffin,42719,baking soda,0.0208333,cups,12,187,1 teaspoon baking soda,0.0017361083333333333,15.583333333333334
muffin,42719,butter,0.3333333333333333,cups,12,187,"1/3 cup butter, melted",0.027777777777777776,15.583333333333334
muffin,42719,eggs,1,eggs,12,187,1 egg,0.08333333333333333,15.583333333333334
muffin,42719,flour,1.5,cups,12,187,1 1/2 cups all-purpose flour,0.125,15.583333333333334
muffin,42719,salt,0.01041665,cups,12,187,1/2 teaspoon salt,8.680541666666666e-4,15.583333333333334
muffin,42719,sugar,0.75,cups,12,187,3/4 cup white sugar,0.0625,15.583333333333334
muffin,42719,unitless,1,NA,12,187,"3 large bananas, mashed",0.08333333333333333,15.583333333333334
muffin,48968,baking powder,0.0416666,cups,6,635,2 teaspoons baking powder,0.006944433333333333,105.83333333333333
muffin,48968,butter,0.625,cups,6,635,"1/2 cup butter;2 tablespoons butter, cubed",0.10416666666666667,105.83333333333333
muffin,48968,eggs,2,eggs,6,635,2 eggs,0.3333333333333333,105.83333333333333
muffin,48968,flour,1.9375,cups,6,635,1 3/4 cups all-purpose flour;3 tablespoons all-purpose flour,0.3229166666666667,105.83333333333333
muffin,48968,fruit,2,cups,6,635,"2 cups peeled, cored and sliced apples",0.3333333333333333,105.83333333333333
muffin,48968,milk,0.5,cups,6,635,1/2 cup milk,0.08333333333333333,105.83333333333333
muffin,48968,nut,0.5,cups,6,635,1/2 cup walnuts,0.08333333333333333,105.83333333333333
muffin,48968,salt,0.01041665,cups,6,635,1/2 teaspoon salt,0.0017361083333333333,105.83333333333333
muffin,48968,spice,0.0208333,cups,6,635,1/2 teaspoon ground cinnamon;1/2 teaspoon ground cinnamon,0.0034722166666666665,105.83333333333333
muffin,48968,sugar,1.5,cups,6,635,1 1/4 cups white sugar;1/4 cup white sugar,0.25,105.83333333333333
muffin,48968,vanilla,0.0208333,cups,6,635,1 teaspoon vanilla extract,0.0034722166666666665,105.83333333333333
muffin,49383,baking powder,0.0416666,cups,12,175,2 teaspoons baking powder,0.0034722166666666665,14.583333333333334
muffin,49383,eggs,2,eggs,12,175,2 egg whites,0.16666666666666666,14.583333333333334
muffin,49383,flour,1.5,cups,12,175,1 1/2 cups all-purpose flour,0.125,14.583333333333334
muffin,49383,fruit,1.03124995,cups,12,175,1/2 teaspoon lemon extract (optional);1 teaspoon grated lemon zest;1 cup frozen raspberries,0.08593749583333334,14.583333333333334
muffin,49383,fruit juice,0.0625,cups,12,175,1 tablespoon lemon juice,0.005208333333333333,14.583333333333334
muffin,49383,oil,0.1875,cups,12,175,3 tablespoons vegetable oil,0.015625,14.583333333333334
muffin,49383,salt,0.005208325,cups,12,175,1/4 teaspoon salt,4.340270833333333e-4,14.583333333333334
muffin,49383,sugar,0.875,cups,12,175,3/4 cup white sugar;2 tablespoons white sugar for decoration (optional),0.07291666666666667,14.583333333333334
muffin,49383,yogurt,0.5,cups,12,175,1/2 cup plain yogurt,0.041666666666666664,14.583333333333334
muffin,52635,baking powder,0.0208333,cups,12,123,1 teaspoon baking powder,0.0017361083333333333,10.25
muffin,52635,baking soda,0.0208333,cups,12,123,1 teaspoon baking soda,0.0017361083333333333,10.25
muffin,52635,bran,1.5,cups,12,123,1 1/2 cups wheat bran,0.125,10.25
muffin,52635,eggs,1,eggs,12,123,1 egg,0.08333333333333333,10.25
muffin,52635,flour,1,cups,12,123,1/2 cup all-purpose flour;1/2 cup whole wheat flour,0.08333333333333333,10.25
muffin,52635,fruit,1.5,cups,12,123,1/2 cup unsweetened applesauce;1 cup blueberries,0.125,10.25
muffin,52635,milk,1,cups,12,123,1 cup nonfat milk,0.08333333333333333,10.25
muffin,52635,salt,0.01041665,cups,12,123,1/2 teaspoon salt,8.680541666666666e-4,10.25
muffin,52635,sugar,0.6666666666666666,cups,12,123,2/3 cup brown sugar,0.05555555555555555,10.25
muffin,52635,vanilla,0.01041665,cups,12,123,1/2 teaspoon vanilla extract,8.680541666666666e-4,10.25
muffin,55334,baking powder,0.0208333,cups,12,227,1 teaspoon baking powder,0.0017361083333333333,18.916666666666668
muffin,55334,baking soda,0.005208325,cups,12,227,1/4 teaspoon baking soda,4.340270833333333e-4,18.916666666666668
muffin,55334,buttermilk,0.3333333333333333,cups,12,227,1/3 cup buttermilk,0.027777777777777776,18.916666666666668
muffin,55334,eggs,2,eggs,12,227,"2 eggs, slightly beaten",0.16666666666666666,18.916666666666668
muffin,55334,flour,2,cups,12,227,2 cups whole wheat flour,0.16666666666666666,18.916666666666668
muffin,55334,fruit,0.75,cups,12,227,1/2 cup applesauce;1/4 cup golden raisins (optional),0.0625,18.916666666666668
muffin,55334,nut,0.25,cups,12,227,1/4 cup chopped pecans (optional),0.020833333333333332,18.916666666666668
muffin,55334,oil,0.25,cups,12,227,1/4 cup canola oil,0.020833333333333332,18.916666666666668
muffin,55334,salt,0.0208333,cups,12,227,1 teaspoon salt,0.0017361083333333333,18.916666666666668
muffin,55334,spice,0.0416666,cups,12,227,2 teaspoons pumpkin pie spice,0.0034722166666666665,18.916666666666668
muffin,55334,sugar,1,cups,12,227,"2/3 cup brown sugar, firmly packed;1/3 cup white sugar",0.08333333333333333,18.916666666666668
muffin,55334,vegetable,0.5,cups,12,227,1/2 cup canned pumpkin,0.041666666666666664,18.916666666666668
muffin,56312,baking powder,0.015624975,cups,12,263,3/4 teaspoon baking powder,0.00130208125,21.916666666666668
muffin,56312,baking soda,0.01041665,cups,12,263,1/2 teaspoon baking soda,8.680541666666666e-4,21.916666666666668
muffin,56312,eggs,2,eggs,12,263,2 eggs,0.16666666666666666,21.916666666666668
muffin,56312,flour,1.5,cups,12,263,1 1/2 cups whole wheat flour,0.125,21.916666666666668
muffin,56312,fruit,0.5,cups,12,263,1/2 cup raisins,0.041666666666666664,21.916666666666668
muffin,56312,honey,0.5,cups,12,263,1/2 cup honey,0.041666666666666664,21.916666666666668
muffin,56312,nut,0.5,cups,12,263,1/2 cup chopped walnuts,0.041666666666666664,21.916666666666668
muffin,56312,oil,0.5,cups,12,263,1/2 cup vegetable oil,0.041666666666666664,21.916666666666668
muffin,56312,salt,0.01041665,cups,12,263,1/2 teaspoon salt,8.680541666666666e-4,21.916666666666668
muffin,56312,spice,0.0208333,cups,12,263,1 teaspoon pumpkin pie spice,0.0017361083333333333,21.916666666666668
muffin,56312,sugar,0.5,cups,12,263,1/2 cup packed brown sugar,0.041666666666666664,21.916666666666668
muffin,56312,vegetable,0.75,cups,12,263,3/4 cup canned pumpkin puree,0.0625,21.916666666666668
muffin,59248,baking powder,0.03124995,cups,36,207,1 1/2 teaspoons baking powder,8.680541666666666e-4,5.75
muffin,59248,baking soda,0.03124995,cups,36,207,1 1/2 teaspoons baking soda,8.680541666666666e-4,5.75
muffin,59248,eggs,6,eggs,36,207,6 eggs,0.16666666666666666,5.75
muffin,59248,flour,4.75,cups,36,207,4 3/4 cups all-purpose flour,0.13194444444444445,5.75
muffin,59248,fruit,2.5,cups,36,207,1 1/2 cups raisins;1 cup unsweetened applesauce,0.06944444444444445,5.75
muffin,59248,nut,1,cups,36,207,1 cup chopped walnuts,0.027777777777777776,5.75
muffin,59248,salt,0.03124995,cups,36,207,1 1/2 teaspoons salt,8.680541666666666e-4,5.75
muffin,59248,spice,0.09374985,cups,36,207,1 1/2 teaspoons nutmeg;1 1/2 teaspoons cinnamon;1 1/2 teaspoons ground cloves,0.0026041625,5.75
muffin,59248,sugar,4,cups,36,207,4 cups white sugar,0.1111111111111111,5.75
muffin,59248,vegetable,3.625,cups,36,207,1 (29 ounce) can pumpkin,0.10069444444444445,5.75
muffin,6706,baking powder,0.0833332,cups,24,127,4 teaspoons baking powder,0.0034722166666666665,5.291666666666667
muffin,6706,eggs,2,eggs,24,127,2 eggs,0.08333333333333333,5.291666666666667
muffin,6706,flour,2.25,cups,24,127,1/4 cup all-purpose flour;2 cups all-purpose flour,0.09375,5.291666666666667
muffin,6706,fruit,2,cups,24,127,2 cups fresh blueberries,0.08333333333333333,5.291666666666667
muffin,6706,margarine,0.25,cups,24,127,1/4 cup margarine,0.010416666666666666,5.291666666666667
muffin,6706,milk,1,cups,24,127,1 cup milk,0.041666666666666664,5.291666666666667
muffin,6706,salt,0.0208333,cups,24,127,1 teaspoon salt,8.680541666666666e-4,5.291666666666667
muffin,6706,sugar,1.5,cups,24,127,1 1/2 cups white sugar,0.0625,5.291666666666667
muffin,6706,vanilla,0.0208333,cups,24,127,1 teaspoon vanilla extract,8.680541666666666e-4,5.291666666666667
muffin,6714,baking powder,0.0416666,cups,12,200,2 teaspoons baking powder,0.0034722166666666665,16.666666666666668
muffin,6714,baking soda,0.0208333,cups,12,200,1 teaspoon baking soda,0.0017361083333333333,16.666666666666668
muffin,6714,eggs,1,eggs,12,200,1 egg,0.08333333333333333,16.666666666666668
muffin,6714,flour,1.5,cups,12,200,1 1/2 cups unbleached all-purpose flour,0.125,16.666666666666668
muffin,6714,fruit,1,cups,12,200,1 cup mashed bananas,0.08333333333333333,16.666666666666668
muffin,6714,milk,0.75,cups,12,200,3/4 cup milk,0.0625,16.666666666666668
muffin,6714,oats,1,cups,12,200,1 cup rolled oats,0.08333333333333333,16.666666666666668
muffin,6714,oil,0.3333333333333333,cups,12,200,1/3 cup vegetable oil,0.027777777777777776,16.666666666666668
muffin,6714,salt,0.01041665,cups,12,200,1/2 teaspoon salt,8.680541666666666e-4,16.666666666666668
muffin,6714,sugar,0.5,cups,12,200,1/2 cup white sugar,0.041666666666666664,16.666666666666668
muffin,6714,vanilla,0.01041665,cups,12,200,1/2 teaspoon vanilla extract,8.680541666666666e-4,16.666666666666668
muffin,6753,baking powder,0.0833332,cups,12,345,4 teaspoons baking powder,0.006944433333333333,28.75
muffin,6753,chocolate,0.75,cups,12,345,3/4 cup semisweet chocolate chips,0.0625,28.75
muffin,6753,eggs,1,eggs,12,345,1 egg,0.08333333333333333,28.75
muffin,6753,flour,1.25,cups,12,345,1 1/4 cups all-purpose flour,0.10416666666666667,28.75
muffin,6753,milk,1.25,cups,12,345,1 1/4 cups milk,0.10416666666666667,28.75
muffin,6753,nut,1,cups,12,345,1 cup chopped pecans,0.08333333333333333,28.75
muffin,6753,oats,1.25,cups,12,345,1 1/4 cups quick cooking oats,0.10416666666666667,28.75
muffin,6753,oil,0.5,cups,12,345,1/2 cup vegetable oil,0.041666666666666664,28.75
muffin,6753,salt,0.0208333,cups,12,345,1 teaspoon salt,0.0017361083333333333,28.75
muffin,6753,sugar,0.75,cups,12,345,3/4 cup packed brown sugar,0.0625,28.75
muffin,6766,baking powder,0.0625,cups,12,156,1 tablespoon baking powder,0.005208333333333333,13
muffin,6766,eggs,1,eggs,12,156,1 egg,0.08333333333333333,13
muffin,6766,flour,1,cups,12,156,1 cup all-purpose flour,0.08333333333333333,13
muffin,6766,fruit,1,cups,12,156,"1 cup blueberries, rinsed and drained",0.08333333333333333,13
muffin,6766,milk,1,cups,12,156,1 cup milk,0.08333333333333333,13
muffin,6766,oats,1.25,cups,12,156,1 1/4 cups quick cooking oats,0.10416666666666667,13
muffin,6766,oil,0.25,cups,12,156,1/4 cup vegetable oil,0.020833333333333332,13
muffin,6766,salt,0.01041665,cups,12,156,1/2 teaspoon salt,8.680541666666666e-4,13
muffin,6766,sugar,0.3333333333333333,cups,12,156,1/3 cup white sugar,0.027777777777777776,13
muffin,6805,baking powder,0.0416666,cups,12,182,2 teaspoons baking powder,0.0034722166666666665,15.166666666666666
muffin,6805,eggs,1,eggs,12,182,1 egg,0.08333333333333333,15.166666666666666
muffin,6805,flour,2,cups,12,182,2 cups all-purpose flour,0.16666666666666666,15.166666666666666
muffin,6805,fruit,0.5,cups,12,182,1/2 cup fresh blueberries,0.041666666666666664,15.166666666666666
muffin,6805,milk,1,cups,12,182,1 cup milk,0.08333333333333333,15.166666666666666
muffin,6805,oil,0.3333333333333333,cups,12,182,1/3 cup vegetable oil,0.027777777777777776,15.166666666666666
muffin,6805,sugar,0.5,cups,12,182,1/2 cup white sugar,0.041666666666666664,15.166666666666666
muffin,6854,baking powder,0.0833332,cups,12,266,2 teaspoons baking powder;2 teaspoons baking powder,0.006944433333333333,22.166666666666668
muffin,6854,butter,1.25,cups,12,266,"1/2 cup butter;2 tablespoons butter, diced;1/2 cup butter;2 tablespoons butter, diced",0.10416666666666667,22.166666666666668
muffin,6854,eggs,4,eggs,12,266,2 eggs;2 eggs,0.3333333333333333,22.166666666666668
muffin,6854,flour,4.4375,cups,12,266,2 cups all-purpose flour;1 1/2 tablespoons all-purpose flour;2 tablespoons all-purpose flour;2 cups all-purpose flour;1 1/2 tablespoons all-purpose flour;2 tablespoons all-purpose flour,0.3697916666666667,22.166666666666668
muffin,6854,fruit,3.01041665,cups,12,266,1 1/2 cups fresh blueberries;1/4 teaspoon lemon zest;1 1/2 cups fresh blueberries;1/4 teaspoon lemon zest,0.25086805416666663,22.166666666666668
muffin,6854,milk,1,cups,12,266,1/2 cup milk;1/2 cup milk,0.08333333333333333,22.166666666666668
muffin,6854,salt,0.0208333,cups,12,266,1/2 teaspoon salt;1/2 teaspoon salt,0.0017361083333333333,22.166666666666668
muffin,6854,spice,0.0208333,cups,12,266,1/2 teaspoon ground cinnamon;1/2 teaspoon ground cinnamon,0.0017361083333333333,22.166666666666668
muffin,6854,sugar,2.125,cups,12,266,3/4 cup white sugar;5 tablespoons white sugar;3/4 cup white sugar;5 tablespoons white sugar,0.17708333333333334,22.166666666666668
muffin,6854,vanilla,0.0416666,cups,12,266,1 teaspoon vanilla extract;1 teaspoon vanilla extract,0.0034722166666666665,22.166666666666668
muffin,6865,baking powder,0.0416666,cups,8,383,2 teaspoons baking powder,0.005208325,47.875
muffin,6865,butter,0.25,cups,8,383,"1/4 cup butter, cubed",0.03125,47.875
muffin,6865,eggs,1,eggs,8,383,1 egg,0.125,47.875
muffin,6865,flour,1.8333333333333333,cups,8,383,1 1/2 cups all-purpose flour;1/3 cup all-purpose flour,0.22916666666666666,47.875
muffin,6865,fruit,1,cups,8,383,1 cup fresh blueberries,0.125,47.875
muffin,6865,milk,0.3333333333333333,cups,8,383,1/3 cup milk,0.041666666666666664,47.875
muffin,6865,oil,0.3333333333333333,cups,8,383,1/3 cup vegetable oil,0.041666666666666664,47.875
muffin,6865,salt,0.01041665,cups,8,383,1/2 teaspoon salt,0.00130208125,47.875
muffin,6865,spice,0.03124995,cups,8,383,1 1/2 teaspoons ground cinnamon,0.00390624375,47.875
muffin,6865,sugar,1.25,cups,8,383,3/4 cup white sugar;1/2 cup white sugar,0.15625,47.875
muffin,6869,baking powder,0.0624999,cups,12,557,1 1/2 teaspoons baking powder;1 1/2 teaspoons baking powder,0.005208325,46.416666666666664
muffin,6869,butter,0.0833332,cups,12,557,"2 teaspoons butter, melted;2 teaspoons butter, melted",0.006944433333333333,46.416666666666664
muffin,6869,eggs,6,eggs,12,557,3 eggs;3 eggs,0.5,46.416666666666664
muffin,6869,flour,6,cups,12,557,3 cups all-purpose flour;3 cups all-purpose flour,0.5,46.416666666666664
muffin,6869,fruit juice,0.5,cups,12,557,1/4 cup orange juice;1/4 cup orange juice,0.041666666666666664,46.416666666666664
muffin,6869,milk,3,cups,12,557,1 1/2 cups milk;1 1/2 cups milk,0.25,46.416666666666664
muffin,6869,nut,0.2708332,cups,12,557,1 1/2 tablespoons poppy seeds;1 1/2 teaspoons almond extract;1/2 teaspoon almond extract;1 1/2 tablespoons poppy seeds;1 1/2 teaspoons almond extract;1/2 teaspoon almond extract,0.022569433333333333,46.416666666666664
muffin,6869,oil,2.25,cups,12,557,1 1/8 cups vegetable oil;1 1/8 cups vegetable oil,0.1875,46.416666666666664
muffin,6869,salt,0.0624999,cups,12,557,1 1/2 teaspoons salt;1 1/2 teaspoons salt,0.005208325,46.416666666666664
muffin,6869,sugar,6.5,cups,12,557,2 1/2 cups white sugar;3/4 cup white sugar;2 1/2 cups white sugar;3/4 cup white sugar,0.5416666666666666,46.416666666666664
muffin,6869,vanilla,0.0833332,cups,12,557,1 1/2 teaspoons vanilla extract;1/2 teaspoon vanilla extract;1 1/2 teaspoons vanilla extract;1/2 teaspoon vanilla extract,0.006944433333333333,46.416666666666664
muffin,6874,baking powder,0.0624999,cups,12,181,3 teaspoons baking powder,0.005208325,15.083333333333334
muffin,6874,eggs,1,eggs,12,181,1 egg,0.08333333333333333,15.083333333333334
muffin,6874,flour,2,cups,12,181,2 cups all-purpose flour,0.16666666666666666,15.083333333333334
muffin,6874,milk,1,cups,12,181,1 cup milk,0.08333333333333333,15.083333333333334
muffin,6874,oil,0.25,cups,12,181,1/4 cup vegetable oil,0.020833333333333332,15.083333333333334
muffin,6874,salt,0.01041665,cups,12,181,1/2 teaspoon salt,8.680541666666666e-4,15.083333333333334
muffin,6874,sugar,0.75,cups,12,181,3/4 cup white sugar,0.0625,15.083333333333334
muffin,6957,baking powder,0.0625,cups,12,198,1 tablespoon baking powder,0.005208333333333333,16.5
muffin,6957,chocolate,0.5,cups,12,198,1/2 cup semisweet chocolate chips,0.041666666666666664,16.5
muffin,6957,eggs,1,eggs,12,198,1 egg,0.08333333333333333,16.5
muffin,6957,flour,1.75,cups,12,198,1 3/4 cups all-purpose flour,0.14583333333333334,16.5
muffin,6957,fruit,1,cups,12,198,1 cup mashed bananas,0.08333333333333333,16.5
muffin,6957,milk,0.25,cups,12,198,1/4 cup milk,0.020833333333333332,16.5
muffin,6957,oil,0.25,cups,12,198,1/4 cup vegetable oil,0.020833333333333332,16.5
muffin,6957,salt,0.01041665,cups,12,198,1/2 teaspoon salt,8.680541666666666e-4,16.5
muffin,6957,sugar,0.5,cups,12,198,1/2 cup white sugar,0.041666666666666664,16.5
